x1,x2,x3,x4
-8.247430633086491,-8.00703843367052,-8.468664909065414,-8.230031916698582
-8.014570837649437,-7.722082454764709,-8.243793860492918,-8.257862264630363
-7.803647424636101,-7.468731740650683,-8.052814862430456,-8.116339777482633
-7.478105254857037,-7.2029980739889155,-7.854825390162957,-7.812604977747801
-7.199803719271246,-6.880570695956877,-7.156227988126733,-7.571234864265407
-6.867740560149647,-6.49782165127793,-6.6990189558014075,-7.252809436822406
-6.440230650535358,-6.107005274268398,-6.188890023953864,-6.953804190808826
-6.068561700553392,-5.595236825149639,-5.881042869116937,-6.504059066190351
-5.627509102651876,-5.052980296320616,-5.628830793517932,-6.078291905314597
-5.015910841149489,-4.430679444930066,-4.616073349194773,-5.711479961708436
-4.361835226601767,-3.7528258838061106,-3.9094357647608216,-5.117764509296229
-3.773103778016846,-3.8701895420973966,-2.9447641242200033,-4.445803422488436
-8.20220819932904,-8.29195214590999,-8.646003194030481,-8.438264403066029
-8.048642452517345,-8.089493052860648,-8.633027249056719,-8.481010173302751
-7.7718450914616515,-7.882185271609919,-10.583671125197197,-8.237937208349198
-7.520620995749897,-7.568590703984035,-8.166427622606282,-7.95271416121113
-7.217378763124101,-6.685438353379067,-7.778723827223858,-7.7474270043207945
-6.8501653878878335,-6.206210327919984,-8.183349080888222,-7.352956298730286
-6.512665198271856,-5.73846258057233,-7.360321265607639,-6.998883055720371
-6.058441598310219,-5.210936857258844,-6.404589866220794,-6.486374033738473
-5.560679527164156,-4.322159424196537,-9.085642642604899,-5.8725387612351305
-4.965428047332421,-3.575271189007879,-5.450466642940145,-5.277598040002322
-4.46406074670921,-2.7900299365349657,-4.682461573541776,-4.456388755959039
-3.887662930480812,-2.8752001346501874,-1.9795953526775603,-3.703574463105379
-8.40288371263009,-12.128648101655603,-8.858815989386471,-8.613791814074407
-8.238255530501563,-8.83570468531989,-102.0046044249488,-8.727296300714675
-8.020519762774615,-11.494675258789478,-65.00314842517409,-8.248394452800149
-7.686922200876484,-10.432786122362314,-60.48633619560263,-7.819066201042937
-7.416086166693944,-8.733932112906725,-59.56231457288699,-8.632188601002088
-6.970959701835184,-9.283548786064344,-69.26524351268586,-7.296824389455445
-6.554069246568021,-11.345170691380245,-54.96218654168653,-7.057304170965847
-6.203479541863189,-5.84056772356091,-72.50552368925841,-6.241527218527139
-5.139715076507916,-6.775240381753871,-55.614066021520955,-13.418967540872927
-4.4692366645109045,-8.652976986661363,-87.5175145202459,-8.600624506658246
-3.883228612958743,-1.931120684006134,-100.02410716874158,-10.789624229102811
-3.038777326900276,-1.9520176822962765,-0.9999999999999996,-2.9398497177454117
-8.918978930758025,-107.81710150607637,-9.088679974993862,-9.15394660909209
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
